generation,h2_HE_edu,h2_HE_height,h2_HE_wealth,h2_true_edu,R2_edu_from_edu_PGI,R2_edu_from_height_PGI,h2_true_height,R2_height_from_edu_PGI,R2_height_from_height_PGI,h2_true_wealth,R2_wealth_from_edu_PGI,R2_wealth_from_height_PGI,var_edu,var_height,var_wealth,r_score_edu_height,r_score_edu_wealth,r_score_height_wealth,rg_HE_edu_height,rg_HE_edu_wealth,rg_HE_height_wealth,r_beta_edu_height,r_beta_edu_wealth,r_beta_height_wealth,seed
4,0.07622253863058014,0.6839621316441835,0.044569857194552295,0.003029471367870098,0.0147245295453646,0.04261954990064656,0.622045047304371,5.467790505496501e-05,0.6248237847079278,0.0,0.0005811919175416184,0.029439179067546936,3.4712998324423574,1.0668516006864133,1.5076849714131402,0.009929941232923414,,,0.7975626582600243,0.931496567797462,0.8607514897513461,0.7286539744811056,0.8936474694047434,0.7433059905392614,8
5,0.08477603939678675,0.6836355052809646,0.05065200566709339,0.0026030947676693476,0.014683521849128337,0.04854543676435334,0.6247664307825003,3.874531295532325e-05,0.6227982050863679,0.0,0.0008820112940204186,0.03360309337338952,4.0516157194184546,1.0627876423086524,1.603462906653127,0.005982258198967727,,,0.8087676717439337,0.9466180001330214,0.8654344016331618,0.7463851223099333,0.9122078440354163,0.7610330688787952,8
0,0.009906754356631282,0.6172612535951694,-9.147011846254863e-05,0.009362594862031419,0.009481337860197041,6.514753309604454e-07,0.6119992052266079,8.435615352914123e-05,0.6131173030377804,0.0,2.292508018977263e-05,2.8166653697026995e-06,0.9981148995493693,1.0381384406706486,0.9979978961005028,0.01219359426615242,,,0.008531030027862457,-0.9058476853187046,-0.1343283020721447,0.003582603978578487,-0.053706514331834945,-0.02515289799019115,9
1,0.036228817923400276,0.6667690791931451,0.013682941411650301,0.007237512330248657,0.01747911436367545,0.013465383417590075,0.6237228019626693,0.0002560015225314018,0.6266923694246578,0.0,0.000182935022094986,0.007778360390257733,1.2933983360897483,1.0776860588324768,1.1386773750941326,0.01814293018139308,,,0.6392183547408241,0.757139688009876,0.7869491315731967,0.5331187907384403,0.6495127895861487,0.5339170072825797,9
2,0.05478564032026723,0.680565898572499,0.027088129597568237,0.004588790587265661,0.016577834652473134,0.026888676835706643,0.6322421270266041,0.0001225192364870517,0.6298493206662944,0.0,0.0003604191309724625,0.01685114084933451,2.0276884639035893,1.0783016669541985,1.2863411090409174,0.015063722957348556,,,0.7362444728260983,0.8688400954737449,0.8280341193152934,0.6502993711219396,0.8073811203538994,0.6616453223651212,9
3,0.06571157605468711,0.6878484948761611,0.03719658343290856,0.0033348746617212627,0.014927916202368996,0.03643783690485258,0.626952524783057,0.00020145750748446322,0.6327867944094716,0.0,0.0006035449021471996,0.02453294044681734,2.7926964271980457,1.0926664606504464,1.4066709807556115,0.01684978937638491,,,0.7879927046656378,0.926901543081191,0.8559183488089888,0.7089708935076218,0.8778734616098206,0.7208823772341502,9
4,0.0745875967567135,0.6956131134249679,0.04622006214665435,0.002678778249917361,0.013162891092267166,0.04406348534243864,0.6338524281777187,0.00016610624782912656,0.6342356131133957,0.0,0.0005741801553941395,0.031534367857016826,3.470638476308202,1.0918444209835643,1.5135863324284857,0.016827145047053113,,,0.8171489058881783,0.9445022550158046,0.8757104949665807,0.7438605818574011,0.9046464017808592,0.7599845377966743,9
5,0.08205638324014433,0.7006219033940119,0.05017290766062576,0.002296616585247453,0.012439755089684678,0.050117543124876755,0.6368499215342494,0.00021991904273412064,0.6348155359686873,0.0,0.000638213821533387,0.03464435191423104,4.057595065333889,1.0947709975635378,1.6079543402886534,0.01655559395042826,,,0.8334614674892572,0.9515172554803683,0.8838107643541694,0.7659582077360226,0.9158609341747419,0.7752432534449466,9
0,0.010072097634927182,0.5883216066467377,-0.00010851737113526505,0.010181936205324333,0.010256557438101959,2.7844222295362185e-05,0.5849648763771843,0.00021049116669865934,0.5859285465893322,0.0,3.894442158046874e-05,1.4973503040364452e-05,0.9999437803214096,0.9637646148193624,1.0013981009733812,0.021351698516335775,,,0.056377401464489045,0.9026956779168087,-0.3789594148797951,0.03669669905714729,0.05011052059708068,-0.030020449692431693,10
1,0.03982308870841721,0.6399287802373994,0.012554764128423785,0.007901267886293403,0.02110235948830249,0.013632068187843046,0.5989523568959556,0.0005425150919695489,0.6002842159010925,0.0,0.0002423997679691348,0.006697682410784832,1.2971368129325556,0.9976362883482667,1.1460225859095663,0.030310261763724207,,,0.6107684319375704,0.7155498130733219,0.7500675243447817,0.5187998120239525,0.6246126008053642,0.5047198552089944,10
2,0.05631981795244532,0.6531770754799163,0.024686136341622412,0.005008674746758958,0.020122483933450126,0.026234474591904058,0.6023232052579001,0.0007740030527103376,0.6027515271521213,0.0,0.0007131259114361795,0.015942206820418702,2.039869907171092,1.0080565868181517,1.2885553817270219,0.036290723228178924,,,0.7183200856776762,0.8765266876501322,0.838119633929902,0.6377053775667767,0.810763759469542,0.6634740640412685,10
3,0.06644284194672491,0.659198312124824,0.03550754858160153,0.003614930321839636,0.018341504956245095,0.03494242275861158,0.602002783439719,0.001018638009031609,0.6057020533888671,0.0,0.0008257242164019724,0.023305152588439404,2.8069422135139384,1.014203202735215,1.4150384807677874,0.039137014107999246,,,0.7701156082611361,0.9082296098765227,0.852609072135599,0.6964149252419789,0.8654621797978143,0.7153826950344432,10
4,0.07379296466958503,0.6646224833336801,0.04089351814513969,0.0029064895797497937,0.01604602463639381,0.042108458661642145,0.6058194087821743,0.0008037553220028815,0.605927800553305,0.0,0.0007216610666436726,0.0279972474666821,3.5001453182150204,1.0168977563567465,1.5203233157073799,0.03701461256682333,,,0.8020645859188532,0.9319343087211694,0.8754599635178058,0.7311590766745465,0.8917046559862267,0.7482925550076919,10
5,0.08185080229950759,0.6649383239379559,0.05020451384825411,0.002508634490718269,0.014455059390956978,0.048402743596064224,0.6074104632636614,0.0008491174646659803,0.6066065170146783,0.0,0.0007794107026549365,0.03359740907353909,4.091340381408695,1.0118543752887856,1.6140396306695162,0.0366711916822636,,,0.8167888877464543,0.9439859298230333,0.8628470437194571,0.7496190339045821,0.9128861584203967,0.7542558989816902,10
